companies.name,companies.category_code,companies.description,companies.founded_year,companies.number_of_employees,companies.total_money_raised,city,description,address1,address2,longitude,country_code,latitude,state_code,zip_code
Logolance,ecommerce,Online logo design services,2011.0,,$0,Chicago,"Chicago, IL",1960 N. Lincoln Park West,1501,,USA,,IL,60614
LOOKCAST,web,Digital Lookbook and Virtual Showroom,2012.0,10.0,$500k,Chicago,Chicago Office,133 North Jefferson St.,Suite 601,-87.64263890000001,USA,41.8843738,IL,60661
Loop Attachment,mobile,Product Development Company,2011.0,,$0,Chicago,Chicago Office,,,,USA,,IL,
Loop Works,software,Mobile Recruitment & Engagement Tools,2012.0,,$0,Chicago,Chicago Office,,,-87.62979820000001,USA,41.8781136,IL,
Lost Crates,ecommerce,Subscription service for designer goods,2011.0,2.0,$0,Chicago,Headquarters,,,,USA,,IL,60607
"Lost Roll, Inc.",other,Find Your Pic,2009.0,,$0,Chicago,,,,,USA,,IL,
Lotame,advertising,Data Management Platform,2006.0,75.0,$34M,Chicago,Chicago Office,203 N. LaSalle Street,Suite 2100,,USA,,IL,60601
Lotame,advertising,Data Management Platform,2006.0,75.0,$34M,Chicago,,203 N. LaSalle Street,Suite 2100,,USA,,IL,60601
Lotame,advertising,Data Management Platform,2006.0,75.0,$34M,Chicago,,203 N. LaSalle Street,Suite 2100,,USA,,IL,60601
Luxemi,ecommerce,Indian Apparel Rental,,,$0,Chicago,,,,,USA,,IL,
Lyteshot,games_video,Social Mobile Gaming Platform ,2013.0,4.0,$0,Chicago,LyteShot Headquarters,,,-87.6359125,USA,41.9028369,IL,60610
M2J Think Box,software,software and app development,2012.0,6.0,$0,Chicago,Headquarters,900 N. Franklin St,Suite 708,,USA,,IL,60610
MacMD,consulting,Apple consulting / support,2001.0,10.0,$0,Chicago,HQ,1040 W Huron,3N,,USA,,IL,60642
Magellan Development,other,,,1000.0,$0,Chicago,Main Office,303 East Wacker Drive,#2750,-87.62022900000001,USA,41.887033,IL,60601
Magnetic,advertising,search retargeting,2008.0,,$16.3M,Chicago,"Chicago, IL",440 North Wells St.,Suite 250,-87.63411500000001,USA,41.890178,IL,60654
MainCloud,web,Cloud Storage and Publishing,2009.0,,$0,Chicago,,1819 W. Grand Ave #201,,,USA,,IL,60622
Manager Labs,web,Focus on web applications and automation,2009.0,1.0,$0,Chicago,Chicago HQ,211 East Ohio,Suite 514,,USA,,IL,60611
Manifest Digital,consulting,enterprise solutions,2001.0,,$9M,Chicago,,600 West Chicago Ave.,Suite 290,-87.6436218,USA,41.8964988,IL,60654
"Mantra, Inc.",web,Visually beautiful & Functional Design,2012.0,25.0,$0,Chicago,Lightbank Offices,600 W. Chicago Ave.,,,USA,,IL,60654
Marathon Media,games_video,FM radio stations,1996.0,,$0,Chicago,HQ,980 North Michigan Avenue,Suite 1880,,USA,,IL,60611
Marbles: The Brain Store,ecommerce,,,,$0,Chicago,,1735 N. Ashland Avenue,,,USA,,IL,60622
Marcel Florist Inc,local,Chicago Florist,2005.0,5.0,$0,Chicago,Retail Store,541 N Fairbanks Ct,,,USA,,IL,60611
MarketForward,consulting,,2001.0,65.0,$0,Chicago,American HeadQuarter,427 S. Lasalle,,-87.63251899999999,USA,41.889183,IL,60605
Marketing Werks,advertising,Experietial and Mobile Marketing,1987.0,150.0,$0,Chicago,Headquarters,130 East Randolph Street,,,USA,,IL,60601
MarketMaker4,software,,,,$0,Chicago,,209 W. Jackson Blvd.,8th Floor,,USA,,IL,60606
MarketSimplified,mobile,,2007.0,,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
MarkITx,ecommerce,Secondary IT Trading Marketplace,2012.0,11.0,$5.96M,Chicago,MarkITx,1 E. Wacker Drive,STE 1950,-87.627339,USA,41.8865644,IL,60601
Marqeta,web,O2O payments and commerce platform,2010.0,,$20.5M,Chicago,Chicago Office,10 S Riverside Plaza,Floor 18,,USA,,IL,60606
Matador App,mobile,Stock Advisory Messaging Platform,2012.0,3.0,$0,Chicago,Chicago,,,,USA,,IL,
matchist,other,connecting top developers,2012.0,,$0,Chicago,,,,,USA,,IL,
Mattersight,software,,,230.0,$12M,Chicago,Headquarters,200 S. Wacker Dr.,Suite 820,-87.637199,USA,41.879211,IL,60606
Mavens Consulting,consulting,Life Sciences Cloud Solutions,2007.0,25.0,$0,Chicago,Headquarters,820 North Franklin Street,Suite 400,,USA,,IL,60610
Maxim Revenue Management Solutions,software,Revenue Maximization and Forecasting,,,$0,Chicago,Corporate Headquarters,2626 North Lakeview Avenue,,,USA,,IL,60614
Mazooma,ecommerce,Digital Micropayment Provider,2009.0,15.0,$0,Chicago,Chicago,,,,USA,,IL,
MBuy,advertising,Media Planning and Buying,2006.0,200.0,$0,Chicago,MBuy,600 West Chicago,Suite 350,,USA,,IL,60654
MC+A,search,Search & Knowledge Consultant,2004.0,10.0,$0,Chicago,Corporate HQ,35 East Wacker Drive,10th Floor,-87.62678670000001,USA,41.886624,IL,60601
Me!Box Media,enterprise,Interactive Online Video,2008.0,9.0,$500k,Chicago,Tech Center,,,-87.624333,USA,41.879535,IL,
Media Next,web,,,,$0,Chicago,,3023 N Clark Street,Suite 313,-87.64805600000001,USA,41.936737,IL,60657
Media River,search,contextual search platforms,2001.0,,$0,Chicago,HQ,444 North Wabash Avenue,Suite 300,,USA,,IL,60611
MediaBrix,advertising,In-Game Advertising & Services Platform,2011.0,50.0,$8.5M,Chicago,Chicago,180 N Stetson,"Tower Two, Suite 3500",,USA,,IL,60601
Mediafly,enterprise,Mobile Apps as a Service (MAaaS),2006.0,26.0,$8.77M,Chicago,Headquarters,444 N. Michigan Ave,Suite 650,,USA,,IL,60611
Medical Insight,software,Instant access to healthcare images,2001.0,,$0,Chicago,,1040 W Adams St.,#426,-87.652952,USA,41.879546,IL,60607
Meebo,web,Organizes the web around people.	,2005.0,200.0,$70M,Chicago,Chicago,"311 W. Superior Street, Suite 209",,,USA,,IL,60654
Melinta,biotech,Antibiotic Designer,2000.0,,$116M,Chicago,,,,,USA,,IL,
MentorMob,web,Pandora for Learning,2011.0,6.0,$220k,Chicago,,,,,USA,,IL,
Meridian Consulting,,,,,$0,Chicago,,150 North Michigan Avenue,Suite 2800,,USA,,IL,60601
MG Bros Construction INC,local,general contractor Chicago ,2004.0,,$0,Chicago,Office,562 W Potter St,,,USA,,IL,60191
Middlebury Interactive Languages,,,,,$0,Chicago,,"111 North Canal St, Suite 445",,,USA,,IL,60606
Middleground Technologies,consulting,Chicago IT outsourcing firm.,2008.0,15.0,$0,Chicago,Chicago Loop,70 West Madison Street,Suite 1400,,USA,,IL,60602
midVentures,web,,2008.0,10.0,$0,Chicago,,333 N. Michigan Avenue,Suite 1022,-87.625677,USA,41.885408,IL,60601
Midway Games,games_video,Software for games,,,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
MIG & Co.,software,Accounting Management Software,1998.0,,$0,Chicago,Chicago Office,1016 West Jackson Boulevard,,,USA,,IL,60607
Mightybytes,games_video,,1998.0,8.0,$0,Chicago,Mightybytes HQ,5235 N. Clark St.,,-87.66836500000001,USA,41.977257,IL,60640
Migra Soft CRM Solutions & Integrations,software,Customized CRM Solutions,2011.0,5.0,$0,Chicago,USA - Chicago,401 North Michigan Avenue,Suite 1200,,USA,,IL,60611
Millennium Tutors,consulting,Private Tutoring & Test Preparation,,,$0,Chicago,"Chicago, IL",7061 N. Kedzie Ave.,Suite #402,,USA,,IL,60645
Mineful,advertising,Customer Analytics,2009.0,3.0,$25k,Chicago,HQ,203 N Wabash Ave,Suite 1520,,USA,,IL,60601
MinuteFrame,ecommerce,Inexpensive and fast framed photos.,2011.0,2.0,$0,Chicago,Main Office,4611 N. Ravenswood Ave,,,USA,,IL,60640
MiracleCord,biotech,,1997.0,,$200k,Chicago,,875 N. Michigan Avenue,Suite 3100,,USA,,IL,60611
Mirage Networks,security,Network Access Control Technology,,,$12M,Chicago,Corporate Headquarters,70 West Madison Street,Suite 1050,-87.630125,USA,41.881978,IL,60602
Mirsafian Law Group,legal,Legal services,,,$0,Chicago,"Mirsafian Law, LLC","22 W. Washington St., Ste.1500",,,USA,,IL,60602
MissionMode,software,Notification & crisis management tools,2003.0,,$0,Chicago,Headquarters,"20 W Kinzie St., Suite 1420",,,USA,,IL,60654
Mitre Media Corp.,news,Online Financial Media ,2012.0,10.0,$8.6M,Chicago,Chicago,2551 N. Clark St.,Ste 304,,USA,,IL,60614
Mix Media Solutions,consulting,Social Media Marketing,2009.0,6.0,$0,Chicago,Chicago Office,700 N Carpenter,Suite 102,,USA,,IL,60642
Mobile Cuisine,web,Mobile Food Industry,2010,1,$0,Chicago,Main Office,,,,USA,,IL,
Mobile Makers Academy,education,Mobile development training program,2012,4,$0,Chicago,Our location,223 W. Erie St.,Suite 4NW,-87.6352731,USA,41.8938916,IL,60654
MobileX Labs,software,Go Mobile in Minutes,2012,5,$0,Chicago,Chicago,600 W Chicago,Suite #700,,USA,,IL,60654
MOBITRAC,software,Transportation and Warehousing Software,2001,,$8.3M,Chicago,HQ,20 North Wacker Drive,Suite 2000,,USA,,IL,60606
MobManager,software,daily deal mangement tool,2010,2,$0,Chicago,HQ,3717 N. Ravenswood Ave,Suite 222,,USA,,IL,60613
Model Metrics,software,Cloud Computing Services & Solutions,2003,120,$6.48M,Chicago,,600 West Chicago Ave,Suite 750,-87.6371628,USA,41.8961282,IL,60654
Mojiva,mobile,Mobile Advertising,2008,105,$45.8M,Chicago,,,,,USA,,IL,
Monarc Brand,ecommerce,Mens Online Custom Clothier,2012,6,$0,Chicago,Home Office,420 N. May St,2nd Floor,,USA,,IL,60642
Montway Auto TransportÂ®,other,National car shipping services.,2006,13,$0,Chicago,Corporate office,4740 N. Cumberland Ave.,Suite 393,,USA,,IL,60656
Moonshado,messaging,Business SMS Services,2007,,$500k,Chicago,Chicago Office,875 N. Michigan Ave,Suite 3100,,USA,,IL,60611
Morgan Street Documents,web,Online Document Management Solution,,,$0,Chicago,Headquarters,213 N. Racine Ave,,-87.656467,USA,41.886005,IL,60607
Morningstar,software,Financial Software,1984,2375,$0,Chicago,HQ,22 West Washington Street,,-87.6287467,USA,41.8832304,IL,60602
MovieFone,games_video,Movie Listing Information Service,1989,,$0,Chicago,,50 S La Salle St,Ste 1,,USA,,IL,60603
Mpayy,ecommerce,secure  mobile payment provider,2007,2,$0,Chicago,,"101 N Wacker Dr., Ste. 2006",,-87.636411,USA,41.883551,IL,60606
MPS Partners,,,,,$0,Chicago,,"Sears Tower, 233 South Wacker Dr.",Suite 3500,,USA,,IL,60606
Mr. Skin,web,Nude Celebs,1999,,$0,Chicago,World Headquarters,1625 N. Damen,,,USA,,IL,
Music Dealers,advertising,Global Music Licensing Solutions,2008,34,$6.65M,Chicago,Chicago Headquarters,328 S. Jefferson St.,ste. 260,,USA,,IL,60661
My eToolbox,software,Field Service Management Software,2002,12,$0,Chicago,Main Office,1332 W. Lake St,,,USA,,IL,60607
My Health and Money,web,healthcare consumerism website,2009,6,$0,Chicago,Chicago,1771 W Berteau Ave,Suite 506,,USA,,IL,60613
My Personal Shopper,web,Free Personal Shopper,2010,2,$0,Chicago,Headquarters,623 W Surf St,,,USA,,IL,60657
myFootpath,education,Higher Education Management,2000,200,$0,Chicago,Headquarters,820 W Jackson,Suite 750,,USA,,IL,60607
MyFundFinder.com,other,Hedge Fund Meeting place,2008,10,$0,Chicago,Headquarters,,,-87.624333,USA,41.879535,IL,
MySiteAuditor,software,White-Label SEO Audit Tool,2013,2,$0,Chicago,HQ,222 W Ontario,#501,,USA,,IL,60654
MyWrigleyville.com,web,Micro social network,2008,10,$0,Chicago,,,,,USA,,IL,60657
NAMYnot Multimedia,software,Visual solutions,,,$0,Chicago,HQ,2233 S. Throop St.,,,USA,,IL,60608
Narrative Science,analytics,Human insight at machine scale,2010,,$22.4M,Chicago,Main Office,303 East Wacker Drive,Suite 1500,-87.6200715,USA,41.887285,IL,60601
Navigant,,,,,$0,Chicago,,30 S Wacker Drive,Suite 3100,,USA,,IL,60606
Navteq,software,location data for navigation,1985,,$0,Chicago,HQ,425 West Randolph Street,,,USA,,IL,60606
Naymz,web,Personal Brand Networking,2006,2,$0,Chicago,Naymz,4619 N. Ravenswood Ave.,#201-B,,USA,,IL,60640
NCI Mobility,software,,,,$0,Chicago,,211 East Grand Avenue,Suite 300,-87.622208,USA,41.891521,IL,60611
NCSA Athletic Recruiting,web,College Athletic Recruiting,2000,350,$0,Chicago,NCSA,1415 North Dayton St,,,USA,,IL,60614
Nelson Cash,consulting,Digital design & branding studio,2011,12,$0,Chicago,Chicago office,954 W. Washington Blvd,#250,,USA,,IL,60607
Nenye Uche,legal,As a Chicago criminal attorney and a Chi,2000,10,$0,Chicago,Chicago criminal attorney,201 East Ohio Street #310,,,USA,,IL,60611
NEON CRM,,,,,$0,Chicago,,910 W. Van Buren Street,Suite 710,-87.6495974,USA,41.8766897,IL,60607
NetShelter - Data Powered Media,advertising,Technology media network,1999,,$0,Chicago,NetShelter,200 N LaSalle,Suite 2301,-74.004744,USA,40.728268,IL,60601
Networked Insights,analytics,Marketing Decisions Platform,2006,130,$38.4M,Chicago,Chicago Offices,200 West Adams,Suite 2700,-87.634173,USA,41.879979,IL,60606
Neustep,software,virtual walk through software,2006,14,$0,Chicago,Neustep,"316 N Michigan Ave, 2nd Floor",,-87.342177,USA,41.5911112,IL,60601
NeverAnEmptyGlass Media,search,Search Engine Optimization Marketing,2007,2,$0,Chicago,NAEG Media - east,,,,USA,,IL,60611
New Futuro,software,,2010,,$2.03M,Chicago,,325 W Huron St,Ste 200,-87.636625,USA,41.894746,IL,60654
Newark element14,other,Electronics distributor,1934,1500,$0,Chicago,Chicago Office,4801 N. Ravenswood Avenue,,,USA,,IL,60640
Newser,news,Online News Aggregator,2007,,$2.5M,Chicago,,,,-87.624333,USA,41.879535,IL,
NextCrew,ecommerce,Shift-Based Job Board,2012,4,$0,Chicago,Chicago Headquarters,,,,USA,,IL,
NiiD Technologies,software,Business Software Services (SaaS),1988,200,$0,Chicago,Chicago Office,939 W North Ave,Suite 750,-87.652422,USA,41.910547,IL,60642
nLayer Communications,network_hosting,Provides IP transit and transport,2002,,$0,Chicago,Headquarters,209 W Jackson,Suite 700,-87.634123,USA,41.877475,IL,60606
NonStop Locksmith,other,"Local Locksmith, Car Locksmith",2003,12,$0,Chicago,Locksmith,1310  West Madison Street,,,USA,,IL,60607
Northridge,consulting,Collaboration Consulting Services,2001,100,$0,Chicago,"Chicago, IL",Two Prudential Plaza,"180 N. Stetson Street, Suite 3500",,USA,,IL,60601
Nova Flash,photo_video,Wireless flash that fits in your wallet,2013,,$0,Chicago,,,,,USA,,IL,
Novian Health,health,,1991,,$11M,Chicago,,430 West Erie Street,Suite 500,,USA,,IL,60654
Numerotron,software,,,,$0,Chicago,,,,,USA,,IL,
OANDA,finance,Forex Trading Technology,1995,,$117M,Chicago,OANDA Sales,125 S. Wacker Drive,Suite 300,,USA,,IL,60606
oBaz,fashion,personalized discovery,2011,7,$1.5M,Chicago,,,,-87.6297982,USA,41.8781136,IL,
Occasion,software,Online Booking Made Simple,2012,6,$50k,Chicago,1871,222 W Merchandise Mart Plaza #1212,,,USA,,IL,60654
Ocean Online Group,web,,2003,25,$0,Chicago,,200 North Michigan Ave,Suite #500,-87.624983,USA,41.886088,IL,60601
Oceania Design,software,Webdesign & Software Developer,2010,6,$0,Chicago,Main Office,Suite C200,2023 W. Carroll,,USA,,IL,60612
Off Campus Media,advertising,College student marketing agency,2010,13,$0,Chicago,Chicago Office,3610 N. Wayne Avenue,,,USA,,IL,60613
Omega Locksmith,security, Omega Locksmith-Servicing all your Lock,2006,,$0,Chicago,Chicago Locksmith,4329 W. 26th St,,,USA,,IL,60623
Omnium LLC,,,2007,,$0,Chicago,,131 South Dearborn Street,10th Floor,,USA,,IL,60603
"One Day, One Job",web,,2007,1,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
One Sweeps,web,Daily sweepstakes aggregator,2011,2,$0,Chicago,Headquarters,,,,USA,,IL,
OneHubb.com,ecommerce,eCommerce Services,2008,5,$0,Chicago,World Headquarters,,,-87.6531805,USA,41.9403795,IL,60657
OneWed (Formerly Nearlyweds),web,Houzz for Weddings,2010,,$0,Chicago,Editorial,,,,USA,,IL,
Online Media Masters,search,WordPress design and SEO firm.,,3,$0,Chicago,Home-based Office,1324 West Byron Street,,-87.662774,USA,41.952787,IL,60613
OnlyWire,web,web content,2006,,$0,Chicago,Corporate Office,,,,USA,,IL,
Open Kernel Labs,software,Software for intelligent devices,2006,,$14.3M,Chicago,HQ,200 South Wacker Drive,15th Floor,-87.637,USA,41.878984,IL,60606
Open Make Software,software,software build/deploy automation,1995,,$0,Chicago,Headquarters,200 S. Wacker Drive,Suite 3124,,USA,,IL,60606
Open Mile,enterprise,Freight transportation brokerage. ,2011,,$9M,Chicago,,325 W. Huron St.,Suite 708,,USA,,IL,60654
Open Software Integrators,consulting,Open Source Consulting Firm,2008,30,$0,Chicago,Chicago Office,119 N. Peoria St.,Unit #2E,,USA,,IL,60607
Operation Technology,local,SEO Agency and Web Design Company,2009,6,$0,Chicago,Web Design Company,651 W Sheridan Rd,,-87.6468931,USA,41.9528553,IL,60613
Opternative,health,First online eye exam,2013,6,$150k,Chicago,Catapult Chicago,321 N. Clark St.,Suite 2550,,USA,,IL,60654
Optimal,advertising,Social Media Advertising,2008,,$7.6M,Chicago,,954 W. Washington,,-87.6518157,USA,41.8832834,IL,60607
"Options Away, LLC",ecommerce,Options on Airline Flights,2011,12,$1.11M,Chicago,Options Away LLC,222 W Merchandise Mart Plaza,Suite 1212,,USA,,IL,60654
OptionsCity Software,software,Financial technology company,2006,,$0,Chicago,,"200 W. Adams St., Suite 1010",,,USA,,IL,60606
optionsXpress,software,Financial Trading Tools,2000,305,$0,Chicago,,311 West Monroe Street,Suite 1000,-87.6356066,USA,41.8806258,IL,60606
Optyn,advertising,Connecting consumers and merchants,2013,3,$120k,Chicago,Headquarters,222 W Merchandise Mart Plaza,Suite 1212,,USA,,IL,60654
Ora Interactive,software,Mobile/Web Creative/Development,2009,12,$0,Chicago,Headquarters,35 E. Wacker Dr.,9th Floor,,USA,,IL,60601
Orbit Media Studios,advertising,Web design and video production,2001,27,$0,Chicago,,4043 N Ravenswood Ave,#316,,USA,,IL,60613
Orbitz Worldwide,ecommerce,Online travel agency,2001,1400,$0,Chicago,,500 West Madison Street,Suite 1000,-87.639713,USA,41.881876,IL,60661
Orby,travel,Recommendations from friends and locals,2013,5,$0,Chicago,HQ,134 N. La Salle,Suite 710,,USA,,IL,60602
OrderZone.com,ecommerce,B2B eCommerce MarketPlace,,14,$0,Chicago,Corporate Office,180 N Stetson Ave,Suite 3500,,USA,,IL,60601
Orggit,network_hosting,Personalized web-based storage,2009,,$0,Chicago,Headquarters,213 N. Racine Ave,Suite 102,,USA,,IL,60607
ORIGAMI,ecommerce,Digital stock art service,2012,10,$0,Chicago,Chicago Office,500 N Michigan Avenue Suite 300,,,USA,,IL,60611
Origin Holdings,health,,2009,,$137M,Chicago,,71 South Wacker Drive,Suite 2460,,USA,,IL,60606
Outling,web,Social Planning for the Busy (Lazy),2011,4,$0,Chicago,Chicago,1457 W Augusta,,,USA,,IL,60642
Owl,finance,Online Financial Advisory,2012,4,$0,Chicago,,5807 S. Woodlawn Ave.,Suite 207,,USA,,IL,60637
Owl Commerce,ecommerce,E-commerce Media,2010,33,$0,Chicago,Office,,,,USA,,IL,
PackFlash,software,DotNetNuke Modules and Skins,2009,12,$0,Chicago,Corporate Headquarters,415 N. Lasalle Street,Suite 205,,USA,,IL,60654
PageTraffic,advertising,,2002,80,$0,Chicago,Chicago,2614 N California,,-87.697878,USA,41.9293,IL,60647
PaletteApp,software,A digital design program,2012,,$425k,Chicago,,,P.O. Box 641051,,USA,,IL,60664-1051
Palladium Life Sciences,biotech,,2013,,$1.8M,Chicago,,833 W. 15th PL>,,-87.6478905,USA,41.8609219,IL,60608
Pangea,finance,Money Transfer,2012,10,$1M,Chicago,,401 W,Superior St Chicago,,USA,,IL,60654
Panopta,network_hosting,Advanced Server Monitoring Service,2007,,$0,Chicago,Chicago headquarters,219 W. Chicago Ave,Suite 5F,,USA,,IL,60654
Pariveda Solutions,consulting,The Business of IT,2003,310,$0,Chicago,Chicago,550 W Washington Blvd Suite 410,,,USA,,IL,60661
ParkWhiz,software,Parking management and marketing service,2006,20,$2M,Chicago,,208 S. Jefferson,Floor 4,-87.642981,USA,41.878855,IL,60661
Parlano,enterprise,,,,$0,Chicago,,"10 S. Riverside Plaza, Suite 1450",,-87.638752,USA,41.881769,IL,
PathfinderSoftware,software,Medical Software Product Launch Company,1998,40,$0,Chicago,Headquarters,215 W. Superior St.,Suite 400,,USA,,IL,60654
Payfirma,mobile,Mobile & eCommerce Payments,2011,60,C$5.5M,Chicago,Chicago Office (US),725 - 200 West Monroe Street,,,USA,,IL,60606
"Payline Data, LLC",finance,Payments with Charitable Donations,2009,15,$0,Chicago,Headquarters,225 West Washington Suite 2200,,,USA,,IL,60603
Peak Sales Recruiting,other,#1 source of top sales talent. ,,,$0,Chicago,Chicago Office,27 N. Wacker Drive,Suite 708,,USA,,IL,60606-2800
Peapod Labs,education,Playful Learning Education,2010,3,$0,Chicago,Peapod Labs,350 N La Salle,5th Floor,,USA,,IL,60611
Pear (formerly Apparel Media Group),advertising,A leader in brand engagement advertising,2009,15,$1.82M,Chicago,HQ,,,-87.6359125,USA,41.9028369,IL,60610
Peck Bloom,legal,Litigation Attorneys,,25,$0,Chicago,Chicago Offices,"105 W. Adams Street, 31st Floor",,,USA,,IL,60603
Peckish Snacks,ecommerce,Healthy Snacks Delivered To Your Desk,2012,10,$0,Chicago,Headquarter,,,,USA,,IL,
Peerless Network,network_hosting,,2008,,$23M,Chicago,,"222 South Riverside Plaza, Suite 2730",,,USA,,IL,60606
Pegmo,web,Social Loyalty and Engagement,2010,3,$0,Chicago,HQ,,,,USA,,IL,
Pegwise,ecommerce,Multi-unit flash auctions,2011,8,$0,Chicago,Office,,,,USA,,IL,
Peloton,consulting,Professional Services Firm | Consulting,2010,,$0,Chicago,Midwest Office,1 North Wacker Drive,Suite 2130,,USA,,IL,60606
PeopleStox,ecommerce,Sell and buy services online,2008,2,$0,Chicago,Chicago Office,40 E. Chicago Av,178,,USA,,IL,60611
Performance Partners,enterprise,,,,$0,Chicago,,175 N. Harbor Drive,#5504,,USA,,IL,60601
Performics,advertising,Multi media Advertising,,,$0,Chicago,,"180 N. LaSalle, Suite 1100",,-87.632519,USA,41.889183,IL,60601
PerkSpot,enterprise,,2006,17,$0,Chicago,Chicago Office,224 W. Huron St.,Ste. 6E,-87.6740776,USA,41.9655805,IL,60654
Pervasive Health,analytics,,2011,,$2.99M,Chicago,,309 West Washington,Suite 650,,USA,,IL,60606
Philanthroper,,,,,$0,Chicago,,P.O. Box 11481,,,USA,,IL,60611
Phonevalley,mobile,,2001,,$0,Chicago,,180 N. LaSalle Street,Suite 1100,,USA,,IL,60601
Picturelife,software,,2011,,$4.6M,Chicago,,555 West Jackson Blvd,Suite 400,,USA,,IL,60661
Pinpoint MD,health,,2009,,$4.73M,Chicago,,25 E. Washington St,Suite 400,-87.6269694,USA,41.8832586,IL,60602
Pipal Research Coporation,consulting,Leader in Research And Analytics,2001,,$0,Chicago,Chicago Headquarters,601 W Randolph,,,USA,,IL,60661
Pitchfork Media,games_video,,,,$0,Chicago,,1834 W. NORTH AVE. #2,,-87.674015,USA,41.910737,IL,60622
Planypus,web,,2005,,$0,Chicago,HQ,,,-87.6556468,USA,41.9577761,IL,60613
Platform One Entertainment,other,music and brand marketing,2004,20,$0,Chicago,Headquarters,1467 N. Elston Ave,,,USA,,IL,60642
Plugola,games_video,,2007,2,$0,Chicago,Plugola HQ,1414 N. Noble St.,,-87.66299,USA,41.907542,IL,60642
"PlusNavigator, Inc.",web,Plus Size Community,2012,3,$0,Chicago,1871 Chicago,"222 W. Merchandise Mart Plaza, 12th FL",,-87.6359125,USA,41.8929153,IL,60654
PME 360,advertising,Powering Online Marketing Excellence,2012,10,$0,Chicago,PME 360 Chicago,3501 N. Southport Ave #372,,,USA,,IL,60657
PointBridge Solutions,software,,,,$0,Chicago,,217 North Jefferson Street,Suite 300,,USA,,IL,60661
Polymathic,,,,,$0,Chicago,Chicago,,,,USA,,IL,60647
POMS,mobile,P2P Payment Platform,2011,5,$0,Chicago,Headquarters,875 North Michigan Avenue,Ste 3100,,USA,,IL,60611
popAD,advertising,crowdsourced advertising,2013,3,$0,Chicago,HQ,,Noble Square,,USA,,IL,60642
POPSUGAR,web,"Everything women love, all in one place",2006,250,$46M,Chicago,Chicago Office,401 N Michigan Ave #1200,,,USA,,IL,60611
Popular Pays,analytics,Giving online influence real world value,,,$0,Chicago,Office,,,,USA,,IL,
Port80 SEO,,,,,$0,Chicago,Main Office,1401 S. State St.,Unit 1305,,USA,,IL,60605
Portico,mobile,App Coupon Store,2011,3,$0,Chicago,,,,,USA,,IL,60606
PostedSpeed,web,Automotive community platform,2013,1,$0,Chicago,Headquarters,222 Merchandise Mart Plaza,Suite 1212,-87.6371254,USA,41.8888128,IL,60654
Postmaster Direct,public_relations,email marketing,,,$0,Chicago,HQ,One North Dearborn Street,12th Floor,,USA,,IL,60602
Potbelly Sandwich Works,hospitality,Made-to-order sandwich shop,1996,,$58M,Chicago,,,,,USA,,IL,
Power Kiosk,web,Energy online retail for consumers.,,,$0,Chicago,Office 1,,,,USA,,IL,60611
Power Tower Inc.,hardware,Phone Charging Stations,2011,15,$0,Chicago,Main Office,162 N Franklin St,STE 600,,USA,,IL,60606
Power2Switch,cleantech,Electricity supply rate comparison site,2009,7,$1.58M,Chicago,,820 W Jackson Blvd,Suite 700,,USA,,IL,60607
PowerMag,cleantech,,,,$405k,Chicago,,875 N Michigan Ave,31st Floor,-87.623744,USA,41.8988632,IL,60611
Premier Insurance Services of Chicago,other,Insurance Agency,,,$0,Chicago,Chicago Office,1715 North Wells Street,,,USA,,IL,60614
PrepMe,other,,2001,,$0,Chicago,Chicago Headquarters,230 E Ohio Street,Suite 210,-87.621982,USA,41.892774,IL,60611
Pressbox,local,Automated Locker Laundry,2013,2,$0,Chicago,Pressbox Main Office,2936 North Lincoln Ave,,,USA,,IL,60657
PrettyQuick,web,Online salon and spa appoitnments,2012,6,$0,Chicago,Chicago,320 W Ohio St. 3rd Floor Suite 27,,,USA,,IL,60654
Pricebunch,advertising,Daily Deals in Chicago and LA,2009,,$0,Chicago,,35 E. Wacker Dr.,,,USA,,IL,60601
Prima Solutions,software,Application Software,2000,,$5.6M,Chicago,HQ,101 North Wacker Drive,Suite 601,,USA,,IL,60606
"PrimeSoft Solutions, Inc.",software,Communication Services Provider,2006,60,$0,Chicago,Headquarters,"PrimeSoft Solutions, Inc","734, Saddlewood Drive Wauconda",,USA,,IL,60084
Private Capital Alliance,,Corporate Finance Group,,20,$0,Chicago,,,,,USA,,IL,
Process Smith,enterprise,Organization process platform,2012,,$0,Chicago,Headquarters,,,-87.6297982,USA,41.8781136,IL,
Procured Health,enterprise,Hospital supply chain applications,2012,3,$1.1M,Chicago,HQ,"321 N. Clark St, Suite 2550",,,USA,,IL,60654
Product Development Technologies,consulting,product design and development services,1995,135,$0,Chicago,,1017 West Washington Boulevard,Suite 2C,,USA,,IL,60607
Project Fixup,web,Matchmaking Service/Fun One-on-One Dates,2012,,$0,Chicago,,,,,USA,,IL,
Project Wingman,software,Nightlife Experts,2010,4,$0,Chicago,Project Wingman,2650 N Lakeview,Unit 2304,-80.5562914,USA,28.0657365,IL,60614
ProjectLounge,software,Software development and hosting,2001,4,$0,Chicago,,3231 N Clifton Ave 1N,,-87.657426,USA,41.940781,IL,60657
