lat,long,Category,Source,name,website,address,latlong,Youth Count,Youth Impact,Career Impact,Poverty Impact
40.1156835,-88.2267598,Innovation Center,Innovation Center,Imaging Technology Group (ITG) Microscopy Suite,http://itg.beckman.illinois.edu/microscopy_suite/,405 N Mathews Avenue,40.1156835-88.2267598,113,0.04,0.01,0.04
40.1035102,-88.2300656,Innovation Center,Innovation Center,Academy for Entrepreneurial Leadership,http://business.illinois.edu/ael/atillinois/index.html,"270 Wohlers Hall, MC-706",40.1035102-88.2300656,113,0.04,0.01,0.04
40.1147663,-88.2267379,Innovation Center,Innovation Center,Technology Entrepreneur Center,http://tec.illinois.edu/,351 Coordinated Science Lab,40.1147663-88.2267379,113,0.04,0.01,0.04
40.1147663,-88.2267379,Innovation Center,Innovation Center,Cozad New Venture Competition,http://tec.illinois.edu/cozad,351 Coordinated Science Lab,40.1147663-88.2267379,113,0.04,0.01,0.04
40.1116153,-88.2239639,Innovation Center,Innovation Center,Office of Technology Management,http://otm.illinois.edu/,319 Ceramics Building,40.1116153-88.2239639,113,0.04,0.01,0.04
40.0911149,-88.2401544,Innovation Center,Innovation Center,I-Start program,http://www.researchpark.illinois.edu/resources/i-start-professional-service-assistance,60 Hazelwood Drive,40.0911149-88.2401544,113,0.04,0.01,0.04
41.8743225,-87.6585317,Innovation Center,Innovation Center,UIC Innovation Center,http://www.uic.edu/depts/innovationcenter/,1240 W Harrison St.,41.8743225-87.6585317,379,0.07,0.15,0.29
41.870544,-87.671344,Innovation Center,Innovation Center,NMR Facility at the Department of Medicinal Chemistry and Pharmacognosy,http://lab.pharm.uic.edu/nmr/,833 South Wood Street,41.870544-87.671344,379,0.07,0.15,0.29
41.8694976,-87.6479053,Innovation Center,Innovation Center,"Microphysics Laboratory, Department of Physics",http://www.uic.edu/depts/mplab/,845 W. Taylor St. ,41.8694976-87.6479053,379,0.07,0.15,0.29
41.8715206,-87.6727085,Innovation Center,Innovation Center,Office of Technology Management,http://otm.uic.edu/,1853 West Polk Street,41.8715206-87.6727085,379,0.07,0.15,0.29
42.050376,-87.682121,Innovation Center,Innovation Center,Innovation and New Ventures Office,http://invo.northwestern.edu/,1800 Sherman Ave.,42.050376-87.682121,329,0.19,0.03,0.15
41.8778533,-87.6268458,Innovation Center,Innovation Center,Coleman Entrepreneurship Center,http://coleman.depaul.edu/,1 East Jackson Boulevard,41.8778533-87.6268458,379,0.07,0.15,0.29
41.8778533,-87.6268458,Innovation Center,Innovation Center,The Center for Creativity and Innovation,http://innovation.depaul.edu/index.asp,Department of Management,41.8778533-87.6268458,379,0.07,0.15,0.29
41.8778533,-87.6268458,Innovation Center,Innovation Center,Launch DePaul New Venture Competition,http://ent.depaul.edu/Coleman_Entrepreneurship_Cente/Launch_DePaul/index.asp,1 East Jackson Boulevard,41.8778533-87.6268458,379,0.07,0.15,0.29
41.878468,-87.627148,Innovation Center,Innovation Center,Office of Research Services,,14 East Jackson,41.878468-87.627148,379,0.07,0.15,0.29
40.5074101,-88.9930964,Innovation Center,Innovation Center,George R. and Martha Means Center for Entrepreneurial Studies,http://business.illinoisstate.edu/means/,Illinois State University College of Business,40.5074101-88.9930964,113,0.04,0.01,0.04
41.8310932,-87.6280182,Innovation Center,Innovation Center,Knapp Entrepreneurship Center,http://www.stuart.iit.edu/entrepreneurship_academy/knapp_center/,10 West 35th Street,41.8310932-87.6280182,113,0.04,0.01,0.04
41.8310932,-87.6280182,Innovation Center,Innovation Center,Office of Technology Transfer and Intellectual Property,http://www.iit.edu/research/services/ttip/,10 W. 35th St.,41.8310932-87.6280182,113,0.04,0.01,0.04
39.841122,-88.9760531,Innovation Center,Innovation Center,Millikin University Entrepreneurship Center,http://www.millikin.edu/academics/tabor/entrepreneurship/Pages/default.aspx,1184 W Main St.,39.841122-88.9760531,150,0.06,0.11,0.03
39.7276243,-89.6142061,Innovation Center,Innovation Center,UIS Center for Entrepreneurship,http://www.uis.edu/cbam/featured/,West University Court ,39.7276243-89.6142061,727,0.1,0.23,0.13
39.4837448,-88.1752054,Innovation Center,Innovation Center,Business Solution Center,http://www.eiu.edu/~bsc/index.php,600 Lincoln Avenue ,39.4837448-88.1752054,727,0.1,0.23,0.13
41.8846204,-87.6365384,Innovation Center,Innovation Center,Ernst & Young,http://www.ey.com,155 North Wacker Drive,41.8846204-87.6365384,97,0.02,0.06,0.17
41.8780969,-87.6437545,Innovation Center,Innovation Center,IDEO,http://www.ideo.com/locations/chicago/,626 West Jackson Blvd,41.8780969-87.6437545,379,0.07,0.15,0.29
41.884542,-87.655807,Innovation Center,Innovation Center,"Otherwise, Inc.",http://www.otherwiseinc.com/,1144 West Randolph Street,41.884542-87.655807,97,0.02,0.06,0.17
41.8855516,-87.6363101,Innovation Center,Innovation Center,Chicago Career Tech,http://www.chicagocareertech.com/,191 N. Wacker Drive,41.8855516-87.6363101,97,0.02,0.06,0.17
41.8898235,-87.6295572,Innovation Center,Innovation Center,i.c.stars,http://ww2.icstars.org/,415 N. Dearborn,41.8898235-87.6295572,97,0.02,0.06,0.17
38.8732538,-90.097495,Innovation Center,Innovation Center,Madison County Employment and Training,http://www.mcetd.org/,101 East Edwardsville Rd.,38.8732538-90.097495,#N/A,#N/A,#N/A,#N/A
42.0846738,-87.9825501,Innovation Center,Innovation Center,EmPowerHR,http://empowerhr.com/,6 East Miner Street,42.0846738-87.9825501,329,0.19,0.03,0.15
41.888113,-87.630755,Innovation Center,Innovation Center,Foley & Lardner LLP,http://www.foley.com/chicago/,321 North Clark Street,41.888113-87.630755,97,0.02,0.06,0.17
41.8747362,-87.6294629,Innovation Center,Innovation Center,"Rachlis Durham Duff Adler & Peel, LLC",http://www.rddlaw.net/,542 South Dearborn Street,41.8747362-87.6294629,379,0.07,0.15,0.29
41.896453,-87.6171256,Innovation Center,Innovation Center,Entrepreneurship Law Center,http://www.law.northwestern.edu/legalclinic/elc/,Northwestern University School of Law,41.896453-87.6171256,489,0.12,0.06,0.06
41.897376,-87.6272862,Innovation Center,Innovation Center,The Business Law Clinic,http://www6.luc.edu/law/centers/business/clinic/index.html,Philip H. Corboy Law Center,41.897376-87.6272862,489,0.12,0.06,0.06
41.879804,-87.628283,Innovation Center,Innovation Center,Perkins Coie,http://www.perkinscoie.com/chicago/,131 South Dearborn Street,41.879804-87.628283,97,0.02,0.06,0.17
41.8788515,-87.6364782,Innovation Center,Innovation Center,Meyer Law,http://www.meyerlawgroup.com/,233 South Wacker Drive,41.8788515-87.6364782,379,0.07,0.15,0.29
41.884683,-87.6310837,Innovation Center,Innovation Center,Polsinelli Shughart,http://www.polsinelli.com/pflavin/,161 N. Clark Street ,41.884683-87.6310837,97,0.02,0.06,0.17
40.6897709,-89.5876656,Innovation Center,Innovation Center,The Heartland Partnership,http://peoriabusiness.org/,100 SW Water Street,40.6897709-89.5876656,113,0.04,0.01,0.04
41.9811221,-87.8378466,Innovation Center,Innovation Center,North Business & Industrial Council,http://www.norbic.org/,8430 W. Bryn Mawr Ave.,41.9811221-87.8378466,329,0.19,0.03,0.15
40.6897709,-89.5876656,Innovation Center,Innovation Center,Economic Development Council for Central Illinois,http://www.centralillinois.org/,100 SW Water Street,40.6897709-89.5876656,113,0.04,0.01,0.04
40.6897709,-89.5876656,Innovation Center,Innovation Center,Peoria Area Chamber of Commerce,http://www.peoriachamber.org/,100 SW Water Street,40.6897709-89.5876656,113,0.04,0.01,0.04
40.6897709,-89.5876656,Innovation Center,Innovation Center,TransPORT,http://communitylink.com/peoria-illinois/2010/10/29/a-prime-location-for-logistics/,100 SW Water Street,40.6897709-89.5876656,113,0.04,0.01,0.04
41.879185,-87.6311769,Innovation Center,Innovation Center,Minority Business Development Agency (MBDA) Business Center Chicago,http://www.mbda.gov/,105 West Adams Street,41.879185-87.6311769,379,0.07,0.15,0.29
39.9283,-91.410927,Innovation Center,Innovation Center,Quincy Entrepreneurship Center,http://www.gredf.org/entrepreneurs/entrepreneurship-center/,300 Civic Center Plaza,39.9283-91.410927,113,0.04,0.01,0.04
42.3605037,-88.0099841,Innovation Center,Innovation Center,The Workforce and Professional Development Institute,http://wpdi.clcillinois.edu/,"Grayslake Campus - Technology Building, T317",42.3605037-88.0099841,589,0.09,0.14,0.09
37.2690407,-89.0738254,Innovation Center,Innovation Center,SCC Center for Community and Economic Development,https://sites.google.com/a/shawneecc.edu/center-for-community-and-economic-development/about-us,8364 Shawnee College Road,37.2690407-89.0738254,#N/A,#N/A,#N/A,#N/A
41.93291,-87.69416,Innovation Center,Innovation Center,Big Idea Forum,,2800 N. Talman Ave.,41.93291-87.69416,489,0.12,0.06,0.06
41.889853,-87.6355433,Innovation Center,Innovation Center,Built in Chicago,http://www.builtinchicago.org/,222 West Hubbard Street,41.889853-87.6355433,97,0.02,0.06,0.17
41.881237,-87.638849,Innovation Center,Innovation Center,Chicago Innovation Mentors,http://www.chicagoinnovationmentors.org,10 South Riverside Plaza,41.881237-87.638849,97,0.02,0.06,0.17
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicagoland Entrepreneurial Center,http://www.chicagolandec.org/,222 W. Merchandise Mart Plaza,41.8883695-87.6353645,97,0.02,0.06,0.17
41.8823108,-87.6328006,Innovation Center,Innovation Center,Clean Energy Trust,http://www.cleanenergytrust.org/,2 North LaSalle Street,41.8823108-87.6328006,97,0.02,0.06,0.17
41.886652,-87.625514,Innovation Center,Innovation Center,iBIO Institute,http://www.ibioinstitute.org/,65 East Wacker Place,41.886652-87.625514,97,0.02,0.06,0.17
41.879211,-87.637199,Innovation Center,Innovation Center,Illinois Technology Association,http://www.illinoistech.org/,200 S. Wacker Drive,41.879211-87.637199,379,0.07,0.15,0.29
42.2761939,-87.85431,Innovation Center,Innovation Center,BioAngels,http://www.bioangels.com/,402 Greenbay Road,42.2761939-87.85431,589,0.09,0.14,0.09
41.793393,-88.212134,Innovation Center,Innovation Center,Midwest Entrepreneurs' Forum,http://www.midwestentrepreneursforum.org/,30W265 Argyll,41.793393-88.212134,113,0.04,0.01,0.04
41.880363,-87.628964,Innovation Center,Innovation Center,TiE Midwest,https://midwest.tie.org/,33 W. Monroe St,41.880363-87.628964,97,0.02,0.06,0.17
38.895243,-77.075409,Innovation Center,Innovation Center,TechAmerica,http://www.techamerica.org/,1525 Wilson Blvd,38.895243-77.075409,#N/A,#N/A,#N/A,#N/A
41.8881207,-87.6328499,Innovation Center,Innovation Center,Bootstrappers Breakfast,http://www.bootstrappersbreakfast.com/blog/category/chicago/,300 N LaSalle St,41.8881207-87.6328499,97,0.02,0.06,0.17
41.8961506,-87.634352,Innovation Center,Innovation Center,VentureShot,http://extraordinary-success.com/ventureshot,744 N. Wells St.,41.8961506-87.634352,489,0.12,0.06,0.06
41.878419,-87.634102,Innovation Center,Innovation Center,Chicago Interactive Design & Development,http://www.meetup.com/Chicago-Interactive-Design-Development,200 W. Jackson Boulevard,41.878419-87.634102,379,0.07,0.15,0.29
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicago Lean Startup Circle,http://www.chicagoleanstartup.com/,1871,41.8883695-87.6353645,97,0.02,0.06,0.17
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicago Women Developers,http://www.cwdevs.com/,1871,41.8883695-87.6353645,97,0.02,0.06,0.17
41.878419,-87.634102,Innovation Center,Innovation Center,ChicagoRuby,http://www.chicagoruby.org/,200 W Jackson Blvd,41.878419-87.634102,379,0.07,0.15,0.29
40.6969219,-89.6167038,Innovation Center,Innovation Center,Turner Center for Entrepreneurship,http://www.bradley.edu/academic/colleges/fcba/centers/turner/,1501 West Bradley Avenue,40.6969219-89.6167038,113,0.04,0.01,0.04
41.6932523,-87.8354241,Innovation Center,Innovation Center,Business and Development Resource Center,http://www.morainevalley.edu/bdrc/,9000 W. College Pkwy. ,41.6932523-87.8354241,113,0.04,0.01,0.04
41.901353,-87.751197,Innovation Center,Innovation Center,Bethel New Life Small Business Development Center,http://www.bethelnewlife.org/?page_id=66,4950 W. Thomas,41.901353-87.751197,489,0.12,0.06,0.06
41.464831,-90.5072379,Innovation Center,Innovation Center,Blackhawk College Small Business Development Center,http://www.bhc.edu/business-training/businesses/illinois-small-business-development-center/,4703 16th Street,41.464831-90.5072379,113,0.04,0.01,0.04
40.6969219,-89.6167038,Innovation Center,Innovation Center,Bradley University Small Business Development Center,http://www.bradley.edu/academic/colleges/fcba/centers/turner/developmentcenter/,1501 West Bradley Avenue,40.6969219-89.6167038,113,0.04,0.01,0.04
40.093918,-88.2453098,Innovation Center,Innovation Center,Champaign County Economic Development Corporation Small Business Development Center,http://www.champaigncountyedc.org/business-services/small-business-services/counseling,1817 South Neil Street,40.093918-88.2453098,113,0.04,0.01,0.04
41.8848719,-87.6214393,Innovation Center,Innovation Center,Chicagoland Chamber of Commerce Small Business Development Center,http://chicagolandchamber.org/wdk_cc/programs_and_advocacy/small_business_.jsp,200 East Randolph Street ,41.8848719-87.6214393,97,0.02,0.06,0.17
41.720942,-87.613606,Innovation Center,Innovation Center,Chicago State University Small Business Development Center,http://www.csu.edu/sbdc/,9501 South King Drive,41.720942-87.613606,113,0.04,0.01,0.04
40.1713898,-87.6305961,Innovation Center,Innovation Center,Danville Area Community College Small Business Development Center,http://www.dacc.edu/sbdc/,2917 North Vermillion,40.1713898-87.6305961,113,0.04,0.01,0.04
41.878413,-87.634504,Innovation Center,Innovation Center,Duman Entrepreneurship Center Small Business Development Center/JVS Chicago,http://jvschicago.org/duman/,216 West Jackson Boulevard,41.878413-87.634504,379,0.07,0.15,0.29
41.884538,-87.6637067,Innovation Center,Innovation Center,Accion Chicago,http://www.accionchicago.org/,1436 W. Randolph St.,41.884538-87.6637067,97,0.02,0.06,0.17
41.809064,-88.102056,Innovation Center,Innovation Center,College of DuPage Small Business Development Center,http://www.cod.edu/business_resources/entrepreneurship/sbdc/index.aspx,2525 Cabot Drive,41.809064-88.102056,113,0.04,0.01,0.04
42.3605037,-88.0099841,Innovation Center,Innovation Center,College of Lake County Small Business Development Center,http://www.clcillinois.edu/depts/sbd.asp,19351 West Washington Street,42.3605037-88.0099841,589,0.09,0.14,0.09
42.0179199,-88.32213,Innovation Center,Innovation Center,Elgin Community College Small Business Development Center,http://elgin.edu/business.aspx?id=1248,1700 Spartan Drive,42.0179199-88.32213,329,0.19,0.03,0.15
41.4493472,-87.7135595,Innovation Center,Innovation Center,Governor's State University Small Business Development Center,http://www.centerpointgsu.com/,College of Business,41.4493472-87.7135595,113,0.04,0.01,0.04
42.042239,-88.063725,Innovation Center,Innovation Center,Harper College Small Business Development Center,http://goforward.harpercollege.edu/business/sbdc/index.php,650 East Higgins Road,42.042239-88.063725,329,0.19,0.03,0.15
38.7310904,-88.0863399,Innovation Center,Innovation Center,Illinois Eastern Community College Small Business Development Center,http://www.glrppr.org/contacts/org_view.cfm?orgid=383,218 East Main Street,38.7310904-88.0863399,#N/A,#N/A,#N/A,#N/A
41.8790979,-87.6494276,Innovation Center,Innovation Center,Illinois Hispanic Chamber of Commerce Small Business Development Center,http://www.ihccbusiness.net/services/illinoissbdc/,855 West Adams Street,41.8790979-87.6494276,379,0.07,0.15,0.29
40.5074101,-88.9930964,Innovation Center,Innovation Center,Illinois State University Small Business Development Center,http://business.illinoisstate.edu/sbdc/,413 State Farm Hall of Business,40.5074101-88.9930964,113,0.04,0.01,0.04
41.3029326,-89.0973459,Innovation Center,Innovation Center,Illinois Valley Community College Small Business Development Center,http://www.ivcc.edu/sbdc.aspx?id=3152,815 North Orlando Smith Avenue,41.3029326-89.0973459,113,0.04,0.01,0.04
41.887434,-87.677173,Innovation Center,Innovation Center,Industrial Council of Nearwest Chicago Small Business Development Center,http://industrialcouncil.com/no-cost-programs-and-services/sbdc,320 North Damen Avenue,41.887434-87.677173,97,0.02,0.06,0.17
41.5004782,-88.1804323,Innovation Center,Innovation Center,Joliet Junior College Small Business Development Center,http://sbdcjjc.com/Pages/default.aspx,1215 Houbolt Road,41.5004782-88.1804323,113,0.04,0.01,0.04
41.8648445,-87.8110162,Innovation Center,Innovation Center,Joseph Center Small Business Development Center,http://josephcenter.homestead.com/,7600 West Roosvelt,41.8648445-87.8110162,379,0.07,0.15,0.29
41.097367,-87.850628,Innovation Center,Innovation Center,Kankakee Community College Small Business Development Center,http://www.kcc.edu/coned/sbdc/pages/default.aspx,100 College Drive,41.097367-87.850628,113,0.04,0.01,0.04
38.5245582,-89.1336624,Innovation Center,Innovation Center,Kaskaskia College Small Business Development Center,http://www.kaskaskia.edu/ISBDC/Default.aspx,325 South Poplar,38.5245582-89.1336624,#N/A,#N/A,#N/A,#N/A
39.8005222,-89.6492523,Innovation Center,Innovation Center,Lincoln Land Community College Small Business Development Center,http://www.llcc.edu/sbdc/SBDCHome/tabid/1440/Default.aspx,8 South Old State Capitol Plaza,39.8005222-89.6492523,727,0.1,0.23,0.13
42.315498,-88.277801,Innovation Center,Innovation Center,McHenry County College Small Business Development Center,http://www.shahcenter.mchenry.edu/sbdc.asp,4100 West Shamrock Lane,42.315498-88.277801,589,0.09,0.14,0.09
