id,type,mc_account_id,approved,name,logo_image,hidden,email,address,address2,city,state_id,zip,created,updated,deleted_date,user_access_id,resource_name,suite,lat,lng,contact_name,contact_phone,website,youtube_video_url,html_description,short_desc,mc_account_listings_resources_ids,mc_account_listings_sectors_ids,additional_institutions,institution_name,state,online_only,region_facet,funding_facet,physical_space_facet,facilities_facet,nonprofit_facet,professional_services_facet,other_facet,sectors_facet,all_sectors,additional_info,template_file,css_file,meta_description,meta_title,meta_keywords
276,1,,No,SIU-Carbondale Small Business Development Center,filebin/IL_SBDC.JPG,No,sbdc@siu.edu,1740 Innovation Drive,,Carbondale,13,62903,5/14/13 14:33,12/5/14 10:50,0000-00-00 00:00:00,26,SIU-Carbondale Small Business Development Center,,37.702926,-89.2157219,Emily Carter,618-536-2424,http://siusbdc.com/,,"<p>The Illinois Small Business Development Center at Southern Illinois University Carbondale can help you take your business idea from concept to reality, expand your current business, and lead the way for you to take your company into the global marketplace. This location also houses an International Trade Center (ITC), which provides information, counseling and training to existing, new to-export companies interested in pursuing international trade opportunities.</p>",,,,,Southern Illinois University Carbondale,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"SBDC, ITC, International Trade Center, TIES, Technology Innovation Entrepreneurship Specialty, SIU, SIUC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
277,1,,No,SIU-Edwardsville Small Business Development Center,filebin/IL_SBDC.JPG,No,kjarden@siue.edu,Campus Box 1107,Alumni Hall 2126,Edwardsville ,13,62026,5/14/13 14:33,12/5/14 10:51,0000-00-00 00:00:00,26,SIU-Edwardsville Small Business Development Center,,38.795782,-89.9961385,Kristen Jarden - Interim,618-650-2929,http://www.siue.edu/business/sbdc/,,"<p>By assisting companies in defining their path to success, the SIUE SBDC network positively impacts the Southwestern Illinois Region by strengthening existing companies, creating new jobs, retaining existing jobs. The SIUE SBDC enhances Southwestern Illinois&rsquo;s economic interests providing one-stop assistance to individuals by means of counseling, training, research, and advocacy for new ventures and existing small businesses. When appropriate, the SIUE SBDC strives to affiliate its ties to the Southwestern Illinois Region to support the goals and objectives of both the SIUE School of Business and the University at large. This location also houses an International Trade Center (ITC), which provides information, counseling and training to existing, new to-export companies interested in pursuing international trade opportunities.</p>",,,,,Southern Illinois University Edwardsville,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"SBDC, ITC, International Trade Center, SIU, SIUE, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
278,1,,No,SIU-E East St. Louis Small Business Development Center,filebin/IL_SBDC.JPG,No,,601 James R Thompson Blvd,"Building D, Rm 1017",East St. Louis,13,62201,5/14/13 14:33,12/5/14 10:50,0000-00-00 00:00:00,26,SIU-E East St. Louis Small Business Development Center,,38.6211633,-90.1618858,Kristen Jarden - Interim,618-482-8329,http://www.siue.edu/eslc/business_development.shtml,,"<p>The Small Business Development Center provides training services and confidential counseling at little or no cost. Services include, but are not limited to, providing financial, marketing, production and business plan assistance. The center also provides procurement technical assistance to small businesses including small firms owned by disadvantaged persons, women, minorities, veterans,to obtain access to government contracting opportunities.</p>",,,,,Southern Illinois University Edwardsville,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"SBDC, SIU, SIUE, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
279,1,,No,UIC Small Business Development Center,filebin/IL_SBDC.JPG,No,mdorvil@@uic.edu,815 West Van Buren,,Chicago,13,60607,5/14/13 14:33,12/4/14 17:46,0000-00-00 00:00:00,26,UIC Small Business Development Center,Suite 400,41.87647,-87.648036,Michele Dorvil Abejule,312-996-2670,http://business.uic.edu/academic-centers-and-research/cba-research-centers/institute-for-entrepreneurial-studies/il-sbdc-at-uic,,"<p>Illinois SBDC at UIC offers comprehensive workshops and panel discussions for today's established business owners and those interested in starting a business. Experienced, energetic presenters show how to access information, get past barriers, ask the right questions and meet the right people.</p>
<p><span>The Illinois SBDC at UIC works closely with students, faculty and the community to assist entrepreneurs with market analysis, business planning, securing business loans, and obtaining outside equity investment.</span></p>
<p><span style=""font-size: 14px;"">Since 2011 the IL SBDC at UIC has operated a Technology, Innovation and Entrepreneurship Specialty or TIES initiative in order to provide small business consulting services to light-tech and high-tech based companies with high growth potential. Entrepreneurs in the technology industries can receive free assistance with all aspects of launching a new business or incorporating innovative technology into an existing business through the TIES program.</span></p>",,,,,University of Illinois at Chicago,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"UI, UIC, SBDC, TIES, Technology Innovation Entrepreneurship Specialty, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
280,1,,No,Waubonsee Small Business Development Center,filebin/IL_SBDC.JPG,No,hparker@waubonsee.edu,18 South River Street,,Aurora,13,60506,5/14/13 14:33,12/4/14 17:27,0000-00-00 00:00:00,26,Waubonsee Small Business Development Center,Room 268,41.7585303,-88.3175737,Harriet Parker,630-906-4143,http://www.waubonsee.edu/learning/business/sbdc/,,"<p>Small business owners, both prospective and existing, can obtain essential management, marketing and financial counseling. We offer FREE one-on-one counseling and a wide variety of events and workshops to help make your business a success. Whether you are just thinking of starting a business, or have been in business for years, we can help you navigate the challenges of running a successful business.</p>",,,,,Waubonsee Community College,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"SBDC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
281,1,,No,Western Illinois University Small Business Development Center,filebin/IL_SBDC.JPG,No,sb-center@wiu.edu,510 North Pearl Street,,Macomb,13,61455,5/14/13 14:33,12/4/14 17:30,0000-00-00 00:00:00,26,Western Illinois University Small Business Development Center,Suite 1400,40.4636297,-90.6607371,Greg Garrett,309-836-2640,http://www.wiusbdc.org/,,"<p>The Illinois Small Business Development Center at Western Illinois University in Macomb is one of over 40 Illinois Small Business Development Centers and more than 1100 SBDCs nationwide which provide confidential business advising at no charge to prospective and established business owners and inventors. Training programs may have a modest fee. The Illinois Small Business Development Center at WIU serves these west-central Illinois counties: Adams, Brown, Fulton, Hancock, Henderson, Knox, Mason, McDonough, Pike, Schuyler, Scott, and Warren.</p>",,,,,Western Illinois University,IL,No,,,,,,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"SBDC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
282,1,abbb45590fcef0ffc65e1db85c6fad1ce27421ef,Yes,Women's Business Development Center,filebin/WBDC.jpg,No,,8 S. Michigan Avenue,,Chicago,13,60603,5/14/13 14:33,12/4/14 17:33,0000-00-00 00:00:00,26,Women's Business Development Center,4th Floor,41.8818399,-87.624895,,312-853-3477,http://www.wbdc.org/,,"<p>The Women's Business Development Center (WBDC) is a one of a kind non-profit focused on fueling the economy through entrepreneurship. As the oldest, largest and most comprehensive women&rsquo;s business assistance center in the United States, we have programs designed to help individuals in every phase of the business development and growth process. This location also houses a Procurement Technical Assistance Center (PTAC), which provides one-on-one counseling, technical information, marketing assistance and training to existing businesses that are interested in selling their products and/or services to local, state, or federal government agencies.</p>",,,,,Women's Business Development Center,IL,No,,,,,Mentorship,Business Development/Financial Planning,Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,"----------------------------------------------
Resource Claimed
2014-01-04 19:43:42
Bethany Hartley --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=87
----------------------------------------------
",template.php,default.css,,,"SBDC, PTAC, Procurement Technical Assistance Center, WBDC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
283,1,,No,Rockford Area International Trade Center,filebin/rockford.jpg,No,czethmayr@rockfordil.com,100 Park Avenue,,Rockford,13,61101-1099,5/14/13 14:33,12/4/14 17:11,0000-00-00 00:00:00,26,Rockford Area International Trade Center,Suite 100,42.2733459,-89.091649,Carrie Zethmayr,815-969-4268,http://www.rockfordil.com/international/itc,,"<p>The Illinois SBDC International Trade Center of the Rockford Area (ITC) takes the work out of locating sources for international trade information, by helping Rockford Area businesses evaluate their export potential/readiness, pursue trade opportunities and achieve international business objectives. The ITC uses its networks to be a comprehensive source of information and links to information published by federal and state government agencies, associations, and private sector entities.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,IL,No,,,,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"ITC, DCEO, ILDCEO"
284,1,,No,Illinois Hispanic Chamber of Commerce Procurement Technical Assistance Center,,No,ptac@ihccbusiness.net,1800 West Cermak Road,,Chicago,13,60608,5/14/13 14:33,7/9/13 11:38,0000-00-00 00:00:00,26,Illinois Hispanic Chamber of Commerce Procurement Technical Assistance Center,,41.852514,-87.671094,Adrian Soto,312-492-9960,http://www.ihccbusiness.net/services/illinois-procurement-technical-assistance-center/,,"<p>The Illinois Procurement Technical Assistance Center (PTAC) located at the Illinois Hispanic Chamber of Commerce provides services to all Illinois based businesses and is not limited to Hispanic owned businesses. The purpose of the PTAC Program is to provide comprehensive technical assistance to established Illinois companies interested in selling their goods and services to Federal, State, and local governments. The Center provides assistance in marketing and selling your products and services to federal, state and local government agencies. Meeting the needs of entrepreneurs, established businesses and government, we help businesses access opportunities in the government market place.</p>",,,,,Illinois Hispanic Chamber of Commerce,IL,No,,,,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"PTAC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity, IHCC"
285,1,,No,Illinois Procurement Technical Assistance Center of Central Illinois,,No,mr-turner@wiu.edu,301 Oak Street,,Quincy,13,62301,5/14/13 14:33,7/9/13 11:25,0000-00-00 00:00:00,26,Illinois Procurement Technical Assistance Center of Central Illinois,Room 2-27,39.938861,-91.411166,Mary Turner,217-223-5636,http://champaigncounty.org/chamber/procurement.aspx,,"<p>Each year, local, state and federal governments purchase more than $300 billion in goods and services from small businesses. The Illinois Procurement Technical Assistance Center (PTAC) of Central Illinois was established to help small businesses understand and profit from government contracting. Through sponsorship from the Champaign County Chamber of Commerce, your business can receive one-on-one counseling, technical information, marketing assistance and training to existing businesses that are interested in selling their products and services to local, state or federal government agencies.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,IL,No,,,,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"PTAC, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
286,1,,No,John A. Logan College Procurement Technical Assistance Center,filebin/IL_dceo.png,No,roxannecoffey@jalc.edu,700 Logan College Road,,Carterville,13,62918-9802,5/14/13 14:33,12/4/14 15:41,0000-00-00 00:00:00,26,John A. Logan College Procurement Technical Assistance Center,,37.7487305,-89.0958337,Roxanne Brewer-Coffey,618-985-2828,http://www.jalc.edu/cbi/procurement_technical_assistance_center/index.php,,<p>The purpose of the Illinois Procurement Technical Assistance Center (PTAC) is to provide specific marketing and technical assistance that will help encourage an increased share of the contract dollars procured each year by the government back to the southern Illinois business community. The ultimate mission is to provide for a sound industrial and service base comprised of government contractors who will serve to facilitate job creation and job retention.</p>,,,,,Illinois Department of Commerce and Economic Opportunity,IL,No,,,,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"PTAC, DCEO, ILDCEO"
287,1,,No,Invest Illinois Venture Fund (Advantage Illinois ),,No,,,,,0,,5/14/13 14:33,7/9/13 11:31,0000-00-00 00:00:00,26,Invest Illinois Venture Fund (Advantage Illinois ),,,,,800-252-2923,http://www.ildceo.net/dceo/Bureaus/Advantage+Illinois/Invest+Illinois+Venture+Fund/,,"<p>The Invest Illinois Venture Fund (IIVF) is a venture capital program seeking to support young, innovative companies, and start-ups that show a high potential for future growth resulting in the creation of high-paying professional Illinois jobs. Applicants with a good business model and other interested investors should apply directly to DCEO.</p>",,,,Advantage Illinois,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Venture Capital,,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"IIVF, DCEO, ILDCEO"
288,1,,No,Capital Access Program (Advantage Illinois ),filebin/advantage_IL.gif,No,,,,,0,,5/14/13 14:33,12/4/14 9:09,0000-00-00 00:00:00,26,Capital Access Program (Advantage Illinois ),,,,,800-252-2923,http://www.ildceo.net/dceo/Bureaus/Advantage+Illinois/Capital+Access+Program/,,"<p>Through the Capital Access Program (CAP), financial institutions are encouraged to make capital financing loans to small and new businesses that do not qualify under conventional lending policies. CAP uses small amounts of public resources to generate private bank financing. Funding from a CAP can be used for many business purposes, including start-up costs, working capital, business procurement, franchise fees, equipment, and inventory.</p>",,,,Advantage Illinois,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"CAP, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
289,1,,No,Illinois Participation Loan Program (Advantage Illinois ),,No,,,,,0,,5/14/13 14:33,7/9/13 11:24,0000-00-00 00:00:00,26,Illinois Participation Loan Program (Advantage Illinois ),,,,,800-252-2923,http://www.ildceo.net/dceo/Bureaus/Advantage+Illinois/Participation+Loan+Program/,,"<p>Illinois' Participation Loan Program (PLP) has been re-launched to make it more attractive to lending institutions as part of Advantage Illinois. There are now four new product lines to support businesses with projects that create or retain jobs and/or modernize their business to improve competitiveness. DCEO seeks to encourage new bank lending to small business, by purchasing portions of bank term loans, and RLOCs, applying below market interest rates to DCEO&rsquo;s portion, and subordinating its exposure that those of the lending entities.</p>",,,,Advantage Illinois,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"PLP, DCEO, ILDCEO, Illinois Department of Commerce and Economic Opportunity"
290,1,,No,Collateral Support Program (Advantage Illinois ),filebin/advantage_IL.gif,No,,,,,0,,5/14/13 14:33,12/4/14 10:19,0000-00-00 00:00:00,26,Collateral Support Program (Advantage Illinois ),,,,,800-252-2923,http://www.ildceo.net/dceo/Bureaus/Advantage+Illinois/Collateral+Support+Program/,,"<p>The Collateral Support Program (CSP) may be accessed via participating banks. It is designed to supplement loan collateral of small businesses and entrepreneurs to enhance the equity and/or loan collateral levels of these potential borrowers. The program supplies pledged collateral accounts to participating lending institutions. This program enhances the collateral of individual loans, while providing a source of deposits to lending institutions.</p>",,,,Advantage Illinois,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"CSP, DCEO, ILDCEO"
291,1,,No,Community Development Fund,filebin/IL_dceo.png,No,,,,,0,,5/14/13 14:33,12/4/14 10:26,0000-00-00 00:00:00,26,Community Development Fund,,,,,,http://www.ildceo.net/dceo/Bureaus/Business_Development/Loan+Programs/2-Commuitydevelopmentfund.htm,,"<p>Part of the Governor Quinn's Neighborhood Recovery Initiative, starting in November and available until funds are depleted. DCEO is partnering with financial institutions with strong small business lending backgrounds to distribute $5 million in micro loans to start-ups and existing small businesses through the Community Development Fund. More than 300 loans will likely be made to start-up and existing small businesses, which will lead to more than 800 jobs being created or retained over the next two years.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Debt Financing (Including Loan Programs),,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"DCEO, ILDCEO"
292,1,,No,Community Service Block Grant Loan Program,filebin/IL_dceo.png,No,,,,,0,,5/14/13 14:33,12/4/14 10:27,0000-00-00 00:00:00,26,Community Service Block Grant Loan Program,,,,,,http://www.ildceo.net/dceo/Bureaus/Business_Development/Loan+Programs/3-biz-csbg.htm,,"<p>The CSBG Loan Program is administered jointly by the Illinois Department of Commerce and Economic Opportunity (DCEO), statewide Community Action Agencies (CAAs) and Illinois Ventures for Community Action (IVCA). The Program provides long-term, fixed-rate financing to new or expanding small businesses in exchange for job creation and employment for low-income individuals. CSBG funds usually make up between 20-49% of the entire loan project and have a low interest rate of 5% to 7.5%.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Debt Financing (Including Loan Programs),,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"DCEO, IVCA, CAA, CSBG, ILDCEO"
293,1,,No,Emerging Technological Enterprises Grant Program,filebin/IL_dceo.png,No,Pam.Giroux@illinois.gov,,,,0,,5/14/13 14:33,12/4/14 11:01,0000-00-00 00:00:00,26,Emerging Technological Enterprises Grant Program,,,,Pam Giroux,,http://www.commerce.state.il.us/dceo/Bureaus/Technology/Technology+Grants+Programs/1-EmergingTechnology.htm,,"<p>The goal of the Emerging Technological Enterprises Program is to provide grants, loans, and other investments to emerging technology enterprises to support and encourage: (i) commercialization of technology based products and services; (ii) technology transfer projects involving the promotion of new or innovative technologies; or (iii) research and development projects to respond to unique, advanced technology projects and which foster the development of Illinois&rsquo; economy through the advancement of the State&rsquo;s economic, scientific, and technological assets. Projects should indicate a significant potential benefit to the state&rsquo;s economy. Criteria for evaluation includes the relationship of the proposed project to the State&rsquo;s future economic growth. Projects should spur new advances in other Illinois companies and should indicate a significant potential benefit to the state&rsquo;s economy. The purpose of the program is to foster economic development and increased employment in Illinois. Eligible activities include: acquiring real properties for industrial or commercial site development; acquiring, rehabilitating and reconveying industrial and commercial properties for the purpose of expanding employment and encouraging private and other public sector investment in the economy of Illinois. Questions and requests pertaining to this program should be directed to Pam Giroux at the Illinois Department of Commerce and Economic Opportunity.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Grants,,,,,Tech Transfer,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"DCEO, ILDCEO"
294,1,,No,Eliminate The Digital Divide Grant Program,filebin/IL_dceo.png,No,irma.lopez@illinois.gov,,,,0,,5/14/13 14:33,12/4/14 11:00,0000-00-00 00:00:00,26,Eliminate The Digital Divide Grant Program,,,,Irma Lopez,,http://www.commerce.state.il.us/dceo/Bureaus/Technology/Technology+Grants+Programs/4-Eliminate+the+Digital+Divide.htm,,"<p>The Eliminate the Digital Divide grant program seeks to provide access to computers, telecommunications technologies and related training to disadvantaged communities. Under this program, the Illinois Department of Commerce and Economic Opportunity (DCEO) is authorized to award grants of up to $75,000 to plan, establish, administer and expand Community Technology Centers (CTC&rsquo;s) and to support basic computer literacy training programs.</p>",,,,,Illinois Department of Commerce and Economic Opportunity,,Yes,Statewide,Grants,,,,,,IT/Digital/Web-Mobile,,,template.php,default.css,,,"CTC, DCEO, ILDCEO"
295,1,,No,IFA Chicago,,No,,180 N. Stetson,,Chicago,13,60601,5/14/13 14:33,5/24/13 11:56,0000-00-00 00:00:00,21,IFA Chicago,#2555,41.8851542,-87.6223183,,312-651-1300,http://www.il-fa.com/,,"Since our creation in January 2004, the Illinois Finance Authority (IFA) has provided access to low-cost capital to public and private institutions that are aligned with our mission of fostering economic development, creating and retaining jobs, and improving quality of life for Illinois residents. To date, our conduit financing programs have spanned every county and helped capitalize thousands of projects, assisting farmers and agri-businesses, business and industry, school districts and higher education institutions, healthcare facilities, cultural and social entities, and local governments develop, upgrade, expand, and sustain their operations and services.",,,,,Illinois Finance Authority,IL,No,,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy,Food/Agriculture,Healthcare and Medical Devices,Social/Impact Venture",,,template.php,default.css,,,
296,1,,No,IFA Peoria,,No,,100 SW Water Street,,Peoria,13,61602-1329,5/14/13 14:33,5/24/13 11:56,0000-00-00 00:00:00,21,IFA Peoria,,40.6897709,-89.5876656,,309-495-5959,http://www.il-fa.com/,,"Since our creation in January 2004, the Illinois Finance Authority (IFA) has provided access to low-cost capital to public and private institutions that are aligned with our mission of fostering economic development, creating and retaining jobs, and improving quality of life for Illinois residents. To date, our conduit financing programs have spanned every county and helped capitalize thousands of projects, assisting farmers and agri-businesses, business and industry, school districts and higher education institutions, healthcare facilities, cultural and social entities, and local governments develop, upgrade, expand, and sustain their operations and services.",,,,,Illinois Finance Authority,IL,No,,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy,Food/Agriculture,Healthcare and Medical Devices,Social/Impact Venture",,,template.php,default.css,,,
297,1,,No,IFA Mt. Vernon,,No,,2929 Broadway,,Mt. Vernon,13,62864,5/14/13 14:33,5/24/13 11:56,0000-00-00 00:00:00,21,IFA Mt. Vernon,Suite #7B,38.3151403,-88.9270954,,618-244-2424,http://www.il-fa.com/,,"Since our creation in January 2004, the Illinois Finance Authority (IFA) has provided access to low-cost capital to public and private institutions that are aligned with our mission of fostering economic development, creating and retaining jobs, and improving quality of life for Illinois residents. To date, our conduit financing programs have spanned every county and helped capitalize thousands of projects, assisting farmers and agri-businesses, business and industry, school districts and higher education institutions, healthcare facilities, cultural and social entities, and local governments develop, upgrade, expand, and sustain their operations and services.",,,,,Illinois Finance Authority,IL,No,,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy,Food/Agriculture,Healthcare and Medical Devices,Social/Impact Venture",,,template.php,default.css,,,
298,1,,No,IFA Springfield,,No,,500 East Monroe,,Springfield,13,62701,5/14/13 14:33,5/24/13 11:56,0000-00-00 00:00:00,21,IFA Springfield,3rd Floor,39.7994337,-89.649316,,217-782-5792,http://www.il-fa.com/,,"Since our creation in January 2004, the Illinois Finance Authority (IFA) has provided access to low-cost capital to public and private institutions that are aligned with our mission of fostering economic development, creating and retaining jobs, and improving quality of life for Illinois residents. To date, our conduit financing programs have spanned every county and helped capitalize thousands of projects, assisting farmers and agri-businesses, business and industry, school districts and higher education institutions, healthcare facilities, cultural and social entities, and local governments develop, upgrade, expand, and sustain their operations and services.",,,,,Illinois Finance Authority,IL,No,,Debt Financing (Including Loan Programs),,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy,Food/Agriculture,Healthcare and Medical Devices,Social/Impact Venture",,,template.php,default.css,,,
299,1,,No,Chicago SBA District Office,filebin/USsba.png,No,,500 W. Madison Street,,Chicago,13,60661,5/14/13 14:33,12/4/14 9:48,0000-00-00 00:00:00,26,Chicago SBA District Office,Suite 1150,41.882899,-87.64076,,312-353-4528,http://www.sba.gov/about-offices-content/2/3161,,"<p>The Illinois SBA Offices are responsible for the delivery of the U.S. Small Business Administration's many programs and services to 102 counties in Illinois. Our offices are located in Chicago and Springfield. Over the years, the SBA has developed many small business loan and assistance programs, special outreach efforts and initiatives to aid and inform small businesses.</p>",,,,,U. S. Small Business Administration,IL,No,,"Grants,Debt Financing (Including Loan Programs)",,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
300,1,,No,Springfield SBA District Office,filebin/USsba.png,No,,3330 Ginger Creek Road,,Springfield,13,62711,5/14/13 14:33,12/5/14 10:57,0000-00-00 00:00:00,26,Springfield SBA District Office,Suite B,39.7692645,-89.7155042,,217-793-5020,http://www.sba.gov/about-offices-content/2/3161,,"<p>The Illinois SBA Offices are responsible for the delivery of the U.S. Small Business Administration's many programs and services to 102 counties in Illinois. Our offices are located in Chicago and Springfield. Over the years, the SBA has developed many small business loan and assistance programs, special outreach efforts and initiatives to aid and inform small businesses.</p>",,,,,U. S. Small Business Administration,IL,No,,"Grants,Debt Financing (Including Loan Programs)",,,,Business Development/Financial Planning,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
